國際普通名稱,普通名稱,作物類別,容許量,備註
Chlorothalonil,四氯異苯腈,人參(鮮),1.5,殺菌劑
Chlorothalonil,四氯異苯腈,刀豆,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,十字花科小葉菜類,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,十字花科包葉菜類,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,大漿果類,0.5,殺菌劑
Chlorothalonil,四氯異苯腈,其他小葉菜類(十字花科小葉菜類除外),2.0,殺菌劑
Chlorothalonil,四氯異苯腈,其他小漿果類(草莓、藍莓除外),0.7,殺菌劑
Chlorothalonil,四氯異苯腈,毛豆,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,瓜果類,1.5,殺菌劑
Chlorothalonil,四氯異苯腈,瓜菜類,0.5,殺菌劑
Chlorothalonil,四氯異苯腈,艾草,2.0,殺菌劑
Chlorothalonil,四氯異苯腈,杏仁,0.05,殺菌劑
Chlorothalonil,四氯異苯腈,其他乾豆類(落花生除外),0.1,殺菌劑
Chlorothalonil,四氯異苯腈,果菜類,1.0,殺菌劑
Chlorothalonil,四氯異苯腈,油桃,1.0,殺菌劑
Chlorothalonil,四氯異苯腈,花豆(鮮),5.0,殺菌劑
Chlorothalonil,四氯異苯腈,扁豆,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,柑桔類,3.0,殺菌劑
Chlorothalonil,四氯異苯腈,洋甘菊,2.0,殺菌劑
Chlorothalonil,四氯異苯腈,風茹草,2.0,殺菌劑
Chlorothalonil,四氯異苯腈,其他根莖菜類(人參除外),0.5,殺菌劑
Chlorothalonil,四氯異苯腈,桃,1.0,殺菌劑
Chlorothalonil,四氯異苯腈,茶,2.0,殺菌劑
Chlorothalonil,四氯異苯腈,草莓,2.5,殺菌劑
Chlorothalonil,四氯異苯腈,豇豆(鮮),5.0,殺菌劑
Chlorothalonil,四氯異苯腈,啤酒花,20,殺菌劑
Chlorothalonil,四氯異苯腈,結球萵苣,1.0,殺菌劑
Chlorothalonil,四氯異苯腈,菊花,2.0,殺菌劑
Chlorothalonil,四氯異苯腈,菜豆,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,萊豆,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,落花生,0.05,殺菌劑
Chlorothalonil,四氯異苯腈,榛果,0.05,殺菌劑
Chlorothalonil,四氯異苯腈,豌豆,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,樹豆(鮮),5.0,殺菌劑
Chlorothalonil,四氯異苯腈,翼豆,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,藍莓,1.0,殺菌劑
Chlorothalonil,四氯異苯腈,蘋果,1.0,殺菌劑
Chlorothalonil,四氯異苯腈,櫻桃,0.5,殺菌劑
Chlorothalonil,四氯異苯腈,蠶豆(鮮),5.0,殺菌劑
Chlorothalonil,四氯異苯腈,鷹嘴豆,5.0,殺菌劑
Chlorothalonil,四氯異苯腈,其他(蔬果類)*,0.02*,殺菌劑
Chlorothalonil,四氯異苯腈,其他(穀類)*,0.04*,殺菌劑
Chlorothalonil,四氯異苯腈,其他(茶類)*,0.1*,殺菌劑
Dimethomorph,達滅芬,人參(鮮),0.9,殺菌劑
Dimethomorph,達滅芬,十字花科小葉菜類,2.5,殺菌劑
Dimethomorph,達滅芬,十字花科包葉菜類,2.5,殺菌劑
Dimethomorph,達滅芬,山茼蒿,2.5,殺菌劑
Dimethomorph,達滅芬,山葵,0.05,殺菌劑
Dimethomorph,達滅芬,小黃瓜,1.0,殺菌劑
Dimethomorph,達滅芬,其他小漿果類(草莓、葡萄及蓮霧除外),1.0,殺菌劑
Dimethomorph,達滅芬,木瓜,1.0,殺菌劑
Dimethomorph,達滅芬,牛蒡,0.05,殺菌劑
Dimethomorph,達滅芬,不結球萵苣,6.0,殺菌劑
Dimethomorph,達滅芬,半結球萵苣,6.0,殺菌劑
Dimethomorph,達滅芬,白鳳菜,2.5,殺菌劑
Dimethomorph,達滅芬,瓜果類,1.0,殺菌劑
Dimethomorph,達滅芬,瓜菜類,1.0,殺菌劑
Dimethomorph,達滅芬,甘藷,0.05,殺菌劑
Dimethomorph,達滅芬,芳香萬壽菊,2.5,殺菌劑
Dimethomorph,達滅芬,紅鳳菜,2.5,殺菌劑
Dimethomorph,達滅芬,西瓜,1.0,殺菌劑
Dimethomorph,達滅芬,芋頭,0.5,殺菌劑
Dimethomorph,達滅芬,豆薯,0.05,殺菌劑
Dimethomorph,達滅芬,其他果菜類(番茄除外),1.0,殺菌劑
Dimethomorph,達滅芬,狗尾根草,0.05,殺菌劑
Dimethomorph,達滅芬,青蔥,2.5,殺菌劑
Dimethomorph,達滅芬,咸豐草,2.5,殺菌劑
Dimethomorph,達滅芬,枸杞,1.0,殺菌劑
Dimethomorph,達滅芬,洋牛蒡葉,2.5,殺菌劑
Dimethomorph,達滅芬,洋香瓜,1.0,殺菌劑
Dimethomorph,達滅芬,洋蔥,0.6,殺菌劑
Dimethomorph,達滅芬,胡瓜,1.0,殺菌劑
Dimethomorph,達滅芬,茄子,1.0,殺菌劑
Dimethomorph,達滅芬,韭菜,2.5,殺菌劑
Dimethomorph,達滅芬,韭菜花,2.5,殺菌劑
Dimethomorph,達滅芬,韭黃,2.5,殺菌劑
Dimethomorph,達滅芬,茼蒿,2.5,殺菌劑
Dimethomorph,達滅芬,香瓜,1.0,殺菌劑
Dimethomorph,達滅芬,草苺,2.0,殺菌劑
Dimethomorph,達滅芬,珠蔥,2.5,殺菌劑
Dimethomorph,達滅芬,馬鈴薯,0.05,殺菌劑
Dimethomorph,達滅芬,啤酒花,50,殺菌劑
Dimethomorph,達滅芬,球莖甘藍,0.05,殺菌劑
Dimethomorph,達滅芬,甜椒,1.0,殺菌劑
Dimethomorph,達滅芬,莧菜,2.5,殺菌劑
Dimethomorph,達滅芬,朝鮮薊,2.5,殺菌劑
Dimethomorph,達滅芬,結球萵苣,2.5,殺菌劑
Dimethomorph,達滅芬,番茄,1.5,殺菌劑
Dimethomorph,達滅芬,紫蘇(乾),0.5,殺菌劑
Dimethomorph,達滅芬,菠菜,2.5,殺菌劑
Dimethomorph,達滅芬,菊花,0.5,殺菌劑
Dimethomorph,達滅芬,黑皮波羅門參,0.05,殺菌劑
Dimethomorph,達滅芬,葉用甘藷,2.5,殺菌劑
Dimethomorph,達滅芬,葉用豌豆,2.5,殺菌劑
Dimethomorph,達滅芬,葡萄,3.0,殺菌劑
Dimethomorph,達滅芬,葡萄(乾),5.0,殺菌劑
Dimethomorph,達滅芬,蒜,2.5,殺菌劑
Dimethomorph,達滅芬,辣椒,1.0,殺菌劑
Dimethomorph,達滅芬,辣椒(乾),5.0,殺菌劑
Dimethomorph,達滅芬,鳳梨,0.01,殺菌劑
Dimethomorph,達滅芬,蓮霧,0.5,殺菌劑
Dimethomorph,達滅芬,豌豆,1.0,殺菌劑
Dimethomorph,達滅芬,蕪菁,0.05,殺菌劑
Dimethomorph,達滅芬,龍鬚菜,2.5,殺菌劑
Dimethomorph,達滅芬,蕗蕎,2.5,殺菌劑
Dimethomorph,達滅芬,蕹菜,2.5,殺菌劑
Dimethomorph,達滅芬,薑,0.05,殺菌劑
Dimethomorph,達滅芬,闊包菊,2.5,殺菌劑
Dimethomorph,達滅芬,闊葉大豆根,0.05,殺菌劑
Dimethomorph,達滅芬,蟛蜞菊,2.5,殺菌劑
Dimethomorph,達滅芬,羅勒,2.5,殺菌劑
Dimethomorph,達滅芬,蘿蔔,0.05,殺菌劑
Dimethomorph,達滅芬,其他(蔬果類)*,0.01*,殺菌劑
Dimethomorph,達滅芬,其他(穀類)*,0.02*,殺菌劑
Dimethomorph,達滅芬,其他(茶類)*,0.05*,殺菌劑
Dinotefuran,達特南,十字花科蔬菜,2.0,殺蟲劑
Dinotefuran,達特南,山茼蒿,2.0,殺蟲劑
Dinotefuran,達特南,不結球萵苣,2.0,殺蟲劑
Dinotefuran,達特南,木瓜,1.0,殺蟲劑
Dinotefuran,達特南,毛豆,0.5,殺蟲劑
Dinotefuran,達特南,火龍果,1.0,殺蟲劑
Dinotefuran,達特南,牛蒡,0.05,殺蟲劑
Dinotefuran,達特南,冬瓜,1.0,殺蟲劑
Dinotefuran,達特南,半結球萵苣,2.0,殺蟲劑
Dinotefuran,達特南,其他瓜果類(西瓜、洋香瓜、香瓜除外),0.5,殺蟲劑
Dinotefuran,達特南,其他瓜菜類(冬瓜、南瓜、扁蒲、苦瓜、夏南瓜、隼人瓜、絲瓜、越瓜除外),0.5,殺蟲劑
Dinotefuran,達特南,甘藷,0.05,殺蟲劑
Dinotefuran,達特南,白鳳菜,2.0,殺蟲劑
Dinotefuran,達特南,印度棗,0.5,殺蟲劑
Dinotefuran,達特南,百香果,1.0,殺蟲劑
Dinotefuran,達特南,竹筍,0.05,殺蟲劑
Dinotefuran,達特南,米,1.0,殺蟲劑
Dinotefuran,達特南,西瓜,1.0,殺蟲劑
Dinotefuran,達特南,李,1.0,殺蟲劑
Dinotefuran,達特南,杏,1.0,殺蟲劑
Dinotefuran,達特南,芋頭,0.05,殺蟲劑
Dinotefuran,達特南,芒果,1.0,殺蟲劑
Dinotefuran,達特南,豆薯,0.05,殺蟲劑
Dinotefuran,達特南,枇杷,1.0,殺蟲劑
Dinotefuran,達特南,果菜類,0.5,殺蟲劑
Dinotefuran,達特南,油桃,1.0,殺蟲劑
Dinotefuran,達特南,狗尾草根,0.05,殺蟲劑
Dinotefuran,達特南,芳香萬壽菊,2.0,殺蟲劑
Dinotefuran,達特南,芹菜,2.0,殺蟲劑
Dinotefuran,達特南,金針,0.5,殺蟲劑
Dinotefuran,達特南,南瓜,1.0,殺蟲劑
Dinotefuran,達特南,扁豆,0.5,殺蟲劑
Dinotefuran,達特南,扁蒲,1.0,殺蟲劑
Dinotefuran,達特南,枸杞,0.5,殺蟲劑
Dinotefuran,達特南,柿,1.0,殺蟲劑
Dinotefuran,達特南,洋香瓜,1.0,殺蟲劑
Dinotefuran,達特南,洋蔥,0.1,殺蟲劑
Dinotefuran,達特南,秋葵,0.5,殺蟲劑
Dinotefuran,達特南,紅棗,1.0,殺蟲劑
Dinotefuran,達特南,紅鳳菜,2.0,殺蟲劑
Dinotefuran,達特南,苦瓜,1.0,殺蟲劑
Dinotefuran,達特南,茄子,0.5,殺蟲劑
Dinotefuran,達特南,香瓜,1.0,殺蟲劑
Dinotefuran,達特南,香蕉,1.0,殺蟲劑
Dinotefuran,達特南,夏南瓜,1.0,殺蟲劑
Dinotefuran,達特南,桑椹,0.5,殺蟲劑
Dinotefuran,達特南,桃,1.0,殺蟲劑
Dinotefuran,達特南,草莓,1.5,殺蟲劑
Dinotefuran,達特南,茶,10,殺蟲劑
Dinotefuran,達特南,茼蒿,2.0,殺蟲劑
Dinotefuran,達特南,豇豆(鮮),0.5,殺蟲劑
Dinotefuran,達特南,隼人瓜,1.0,殺蟲劑
Dinotefuran,達特南,馬鈴薯,0.05,殺蟲劑
Dinotefuran,達特南,梅,1.0,殺蟲劑
Dinotefuran,達特南,梨,1.0,殺蟲劑
Dinotefuran,達特南,甜椒,0.5,殺蟲劑
Dinotefuran,達特南,棉籽,0.2,殺蟲劑
Dinotefuran,達特南,番石榴,0.5,殺蟲劑
Dinotefuran,達特南,番茄,0.5,殺蟲劑
Dinotefuran,達特南,番荔枝,1.0,殺蟲劑
Dinotefuran,達特南,結球萵苣,2.0,殺蟲劑
Dinotefuran,達特南,絲瓜,1.0,殺蟲劑
Dinotefuran,達特南,菊花,10.0,殺蟲劑
Dinotefuran,達特南,菜豆,0.5,殺蟲劑
Dinotefuran,達特南,菠菜,2.0,殺蟲劑
Dinotefuran,達特南,萊豆,0.5,殺蟲劑
Dinotefuran,達特南,越瓜,1.0,殺蟲劑
Dinotefuran,達特南,黃金果,0.7,殺蟲劑
Dinotefuran,達特南,楊桃,0.5,殺蟲劑
Dinotefuran,達特南,葉用甘藷,2.0,殺蟲劑
Dinotefuran,達特南,葉用豌豆,2.0,殺蟲劑
Dinotefuran,達特南,葡萄,1.0,殺蟲劑
Dinotefuran,達特南,葡萄(乾),3.0,殺蟲劑
Dinotefuran,達特南,酪梨,1.0,殺蟲劑
Dinotefuran,達特南,榴槤蜜,0.7,殺蟲劑
Dinotefuran,達特南,辣椒,0.5,殺蟲劑
Dinotefuran,達特南,辣椒(乾),5.0,殺蟲劑
Dinotefuran,達特南,鳳梨,1.0,殺蟲劑
Dinotefuran,達特南,蓮霧,0.5,殺蟲劑
Dinotefuran,達特南,蔓越莓,0.15,殺蟲劑
Dinotefuran,達特南,豌豆,0.5,殺蟲劑
Dinotefuran,達特南,翼豆,0.5,殺蟲劑
Dinotefuran,達特南,蕹菜,2.0,殺蟲劑
Dinotefuran,達特南,闊包菊,2.0,殺蟲劑
Dinotefuran,達特南,闊葉大豆根,0.05,殺蟲劑
Dinotefuran,達特南,羅勒,2.0,殺蟲劑
Dinotefuran,達特南,蘆筍,0.05,殺蟲劑
Dinotefuran,達特南,蘋果,1.0,殺蟲劑
Dinotefuran,達特南,櫻桃,1.0,殺蟲劑
Dinotefuran,達特南,蘿蔔,0.05,殺蟲劑
Dinotefuran,達特南,蠶豆(鮮),0.5,殺蟲劑
Fluopicolide,氟比來,十字花科小葉菜類,3.0,殺菌劑
Fluopicolide,氟比來,十字花科包葉菜類,3.0,殺菌劑
Fluopicolide,氟比來,小黃瓜,0.5,殺菌劑
Fluopicolide,氟比來,山茼蒿,3.0,殺菌劑
Fluopicolide,氟比來,不結球萵苣,3.0,殺菌劑
Fluopicolide,氟比來,牛蒡,0.02,殺菌劑
Fluopicolide,氟比來,冬瓜,0.5,殺菌劑
Fluopicolide,氟比來,半結球萵苣,3.0,殺菌劑
Fluopicolide,氟比來,瓜果類,0.5,殺菌劑
Fluopicolide,氟比來,瓜菜類,0.5,殺菌劑
Fluopicolide,氟比來,白鳳菜,3.0,殺菌劑
Fluopicolide,氟比來,西瓜,0.5,殺菌劑
Fluopicolide,氟比來,芋頭,0.02,殺菌劑
Fluopicolide,氟比來,豆薯,0.02,殺菌劑
Fluopicolide,氟比來,果菜類,1.0,殺菌劑
Fluopicolide,氟比來,狗尾草根,0.02,殺菌劑
Fluopicolide,氟比來,芳香萬壽菊,3.0,殺菌劑
Fluopicolide,氟比來,金針,1.0,殺菌劑
Fluopicolide,氟比來,青蔥,3.0,殺菌劑
Fluopicolide,氟比來,南瓜,0.5,殺菌劑
Fluopicolide,氟比來,咸豐草,3.0,殺菌劑
Fluopicolide,氟比來,扁蒲,0.5,殺菌劑
Fluopicolide,氟比來,枸杞,1.0,殺菌劑
Fluopicolide,氟比來,洋牛蒡葉,3.0,殺菌劑
Fluopicolide,氟比來,洋香瓜,0.5,殺菌劑
Fluopicolide,氟比來,洋蔥,0.02,殺菌劑
Fluopicolide,氟比來,洛神葵,1.0,殺菌劑
Fluopicolide,氟比來,紅鳳菜,3.0,殺菌劑
Fluopicolide,氟比來,胡瓜,0.5,殺菌劑
Fluopicolide,氟比來,苦瓜,0.5,殺菌劑
Fluopicolide,氟比來,茄子,1.0,殺菌劑
Fluopicolide,氟比來,韭菜,3.0,殺菌劑
Fluopicolide,氟比來,韭菜花,3.0,殺菌劑
Fluopicolide,氟比來,韭黃,3.0,殺菌劑
Fluopicolide,氟比來,香瓜,0.5,殺菌劑
Fluopicolide,氟比來,香瓜茄,1.0,殺菌劑
Fluopicolide,氟比來,香椿,3.0,殺菌劑
Fluopicolide,氟比來,夏南瓜,0.5,殺菌劑
Fluopicolide,氟比來,紅蔥頭,0.02,殺菌劑
Fluopicolide,氟比來,茼蒿,3.0,殺菌劑
Fluopicolide,氟比來,草莓,2.0,殺菌劑
Fluopicolide,氟比來,隼人瓜,0.5,殺菌劑
Fluopicolide,氟比來,馬鈴薯,0.02,殺菌劑
Fluopicolide,氟比來,甜椒,1.0,殺菌劑
Fluopicolide,氟比來,甜菜根,0.02,殺菌劑
Fluopicolide,氟比來,朝鮮薊,3.0,殺菌劑
Fluopicolide,氟比來,番茄,1.0,殺菌劑
Fluopicolide,氟比來,結球萵苣,3.0,殺菌劑
Fluopicolide,氟比來,絲瓜,0.5,殺菌劑
Fluopicolide,氟比來,菠菜,3.0,殺菌劑
Fluopicolide,氟比來,越瓜,0.5,殺菌劑
Fluopicolide,氟比來,黑皮波羅門參,0.02,殺菌劑
Fluopicolide,氟比來,葉用豌豆,3.0,殺菌劑
Fluopicolide,氟比來,葡萄,2.0,殺菌劑
Fluopicolide,氟比來,蒜,3.0,殺菌劑
Fluopicolide,氟比來,蒜頭,0.02,殺菌劑
Fluopicolide,氟比來,辣椒,1.0,殺菌劑
Fluopicolide,氟比來,辣椒(乾),7.0,殺菌劑
Fluopicolide,氟比來,酸漿,1.0,殺菌劑
Fluopicolide,氟比來,樹番茄,1.0,殺菌劑
Fluopicolide,氟比來,蕎頭,0.02,殺菌劑
Fluopicolide,氟比來,蕗蕎,3.0,殺菌劑
Fluopicolide,氟比來,薑,0.02,殺菌劑
Fluopicolide,氟比來,闊包菊,3.0,殺菌劑
Fluopicolide,氟比來,闊葉大豆根,0.02,殺菌劑
Fluopicolide,氟比來,蟛蜞菊,3.0,殺菌劑
Fluopicolide,氟比來,羅勒,3.0,殺菌劑
Fluopicolide,氟比來,其他(蔬果類)*,0.01*,殺菌劑
Fluopicolide,氟比來,其他(穀類)*,0.02*,殺菌劑
Fluopicolide,氟比來,其他(茶類)*,0.05*,殺菌劑
Fluopyram,氟派瑞,小黃瓜,0.5,殺菌劑
Fluopyram,氟派瑞,木瓜,0.8,殺菌劑
Fluopyram,氟派瑞,火龍果,0.8,殺菌劑
Fluopyram,氟派瑞,百香果,0.8,殺菌劑
Fluopyram,氟派瑞,芒果,0.8,殺菌劑
Fluopyram,氟派瑞,紅毛丹,0.8,殺菌劑
Fluopyram,氟派瑞,落花生,0.03,殺菌劑
Fluopyram,氟派瑞,胡瓜,0.5,殺菌劑
Fluopyram,氟派瑞,胡蘿蔔,0.4,殺菌劑
Fluopyram,氟派瑞,香蕉,0.8,殺菌劑
Fluopyram,氟派瑞,桃,0.4,殺菌劑
Fluopyram,氟派瑞,草莓,0.4,殺菌劑
Fluopyram,氟派瑞,荔枝,0.8,殺菌劑
Fluopyram,氟派瑞,馬鈴薯,0.03,殺菌劑
Fluopyram,氟派瑞,其他乾豆類(落花生除外),0.07,殺菌劑
Fluopyram,氟派瑞,堅果類,0.04,殺菌劑
Fluopyram,氟派瑞,其他梨果類(桃、櫻桃除外),0.5,殺菌劑
Fluopyram,氟派瑞,甜菜根,0.04,殺菌劑
Fluopyram,氟派瑞,無花果,2.0,殺菌劑
Fluopyram,氟派瑞,番石榴,2.0,殺菌劑
Fluopyram,氟派瑞,番茄,0.4,殺菌劑
Fluopyram,氟派瑞,番荔枝,0.8,殺菌劑
Fluopyram,氟派瑞,楊桃,2.0,殺菌劑
Fluopyram,氟派瑞,葡萄,2.0,殺菌劑
Fluopyram,氟派瑞,葡萄(乾),5.0,殺菌劑
Fluopyram,氟派瑞,酪梨,0.8,殺菌劑
Fluopyram,氟派瑞,蓮霧,2.0,殺菌劑
Fluopyram,氟派瑞,龍眼,0.8,殺菌劑
Fluopyram,氟派瑞,櫻桃,0.7,殺菌劑
Fluxapyroxad,氟克殺,大豆,0.15,殺菌劑
Fluxapyroxad,氟克殺,大麥,2.0,殺菌劑
Fluxapyroxad,氟克殺,小麥,0.3,殺菌劑
Fluxapyroxad,氟克殺,毛豆,1.5,殺菌劑
Fluxapyroxad,氟克殺,玉米,0.01,殺菌劑
Fluxapyroxad,氟克殺,印度棗,2.0,殺菌劑
Fluxapyroxad,氟克殺,米類,0.5,殺菌劑
Fluxapyroxad,氟克殺,李,2.0,殺菌劑
Fluxapyroxad,氟克殺,杏,2.0,殺菌劑
Fluxapyroxad,氟克殺,杏仁,0.05,殺菌劑
Fluxapyroxad,氟克殺,其他豆菜類(毛豆除外),2.0,殺菌劑
Fluxapyroxad,氟克殺,果菜類,0.6,殺菌劑
Fluxapyroxad,氟克殺,油桃,2.0,殺菌劑
Fluxapyroxad,氟克殺,美洲胡桃,0.06,殺菌劑
Fluxapyroxad,氟克殺,香蕉,1.0,殺菌劑
Fluxapyroxad,氟克殺,落花生,0.01,殺菌劑
Fluxapyroxad,氟克殺,小扁豆(乾),0.4,殺菌劑
Fluxapyroxad,氟克殺,桃,2.0,殺菌劑
Fluxapyroxad,氟克殺,馬鈴薯,0.03,殺菌劑
Fluxapyroxad,氟克殺,其他乾豆類(大豆、落花生、小扁豆、棉籽、豌豆除外),0.3,殺菌劑
Fluxapyroxad,氟克殺,梅,2.0,殺菌劑
Fluxapyroxad,氟克殺,其他梨果類(李、杏、油桃、桃、梅、櫻桃除外),0.9,殺菌劑
Fluxapyroxad,氟克殺,甜菜根,0.15,殺菌劑
Fluxapyroxad,氟克殺,棉籽,0.01,殺菌劑
Fluxapyroxad,氟克殺,番茄,0.7,殺菌劑
Fluxapyroxad,氟克殺,黑麥,0.3,殺菌劑
Fluxapyroxad,氟克殺,辣椒(乾),6.0,殺菌劑
Fluxapyroxad,氟克殺,豌豆(乾),0.4,殺菌劑
Fluxapyroxad,氟克殺,燕麥,2.0,殺菌劑
Fluxapyroxad,氟克殺,藍莓,5.0,殺菌劑
Fluxapyroxad,氟克殺,櫻桃,2.0,殺菌劑
Glufosinate-ammonium,固殺草,大漿果類,0.05,殺草劑
Glufosinate-ammonium,固殺草,小黃瓜,0.05,殺草劑
Glufosinate-ammonium,固殺草,毛豆,0.2,殺草劑
Glufosinate-ammonium,固殺草,包葉菜類,0.05,殺草劑
Glufosinate-ammonium,固殺草,玉米,0.1,殺草劑
Glufosinate-ammonium,固殺草,瓜果類,0.05,殺草劑
Glufosinate-ammonium,固殺草,印度棗,0.1,殺草劑
Glufosinate-ammonium,固殺草,咖啡豆,0.1,殺草劑
Glufosinate-ammonium,固殺草,油菜籽,1.5,殺草劑
Glufosinate-ammonium,固殺草,金針,0.05,殺草劑
Glufosinate-ammonium,固殺草,青蔥,0.05,殺草劑
Glufosinate-ammonium,固殺草,扁蒲,0.05,殺草劑
Glufosinate-ammonium,固殺草,柑桔類,0.1,殺草劑
Glufosinate-ammonium,固殺草,洋香瓜,0.05,殺草劑
Glufosinate-ammonium,固殺草,洋蔥,0.05,殺草劑
Glufosinate-ammonium,固殺草,胡瓜,0.05,殺草劑
Glufosinate-ammonium,固殺草,胡蘿蔔,0.05,殺草劑
Glufosinate-ammonium,固殺草,苦瓜,0.05,殺草劑
Glufosinate-ammonium,固殺草,馬鈴薯,0.1,殺草劑
Glufosinate-ammonium,固殺草,堅果類,0.1,殺草劑
Glufosinate-ammonium,固殺草,柿,0.05,殺草劑
Glufosinate-ammonium,固殺草,梨,0.1,殺草劑
Glufosinate-ammonium,固殺草,其他梨果類(柿除外),0.1,殺草劑
Glufosinate-ammonium,固殺草,甜椒,0.05,殺草劑
Glufosinate-ammonium,固殺草,絲瓜,0.05,殺草劑
Glufosinate-ammonium,固殺草,菜籽原油,0.05,殺草劑
Glufosinate-ammonium,固殺草,大豆,2.0,殺草劑
Glufosinate-ammonium,固殺草,碧玉筍,0.05,殺草劑
Glufosinate-ammonium,固殺草,蓮霧,0.05,殺草劑
Glufosinate-ammonium,固殺草,蘆筍,0.4,殺草劑
Glufosinate-ammonium,固殺草,其他小漿果類(蓮霧除外),0.1,殺草劑
Hymexazol,殺紋寧,米類,1.0,殺菌劑
Imidacloprid,益達胺,小麥麵粉,0.03,殺蟲劑
Imidacloprid,益達胺,小黃瓜,0.5,殺蟲劑
Imidacloprid,益達胺,其他小葉菜類(半結球萵苣、不結球萵苣及芹菜除外),1.0,殺蟲劑
Imidacloprid,益達胺,小漿果類,1.0,殺蟲劑
Imidacloprid,益達胺,山藥,0.5,殺蟲劑
Imidacloprid,益達胺,木瓜,0.5,殺蟲劑
Imidacloprid,益達胺,毛豆,3.0,殺蟲劑
Imidacloprid,益達胺,不結球萵苣,3.5,殺蟲劑
Imidacloprid,益達胺,牛蒡,0.5,殺蟲劑
Imidacloprid,益達胺,冬瓜,0.5,殺蟲劑
Imidacloprid,益達胺,其他包葉菜類(結球萵苣除外),1.0,殺蟲劑
Imidacloprid,益達胺,半結球萵苣,3.5,殺蟲劑
Imidacloprid,益達胺,可可豆,0.1,殺蟲劑
Imidacloprid,益達胺,瓜果類,0.5,殺蟲劑
Imidacloprid,益達胺,石榴,1.0,殺蟲劑
Imidacloprid,益達胺,印度棗,0.5,殺蟲劑
Imidacloprid,益達胺,百合花,0.5,殺蟲劑
Imidacloprid,益達胺,百香果,0.5,殺蟲劑
Imidacloprid,益達胺,竹筍,0.5,殺蟲劑
Imidacloprid,益達胺,米類,0.2,殺蟲劑
Imidacloprid,益達胺,李,0.5,殺蟲劑
Imidacloprid,益達胺,杏,0.5,殺蟲劑
Imidacloprid,益達胺,芋頭,0.5,殺蟲劑
Imidacloprid,益達胺,豆菜類,3.0,殺蟲劑
Imidacloprid,益達胺,豆薯,0.5,殺蟲劑
Imidacloprid,益達胺,咖啡豆,1.0,殺蟲劑
Imidacloprid,益達胺,其他果菜類(甜椒除外),0.5,殺蟲劑
Imidacloprid,益達胺,枇杷,0.5,殺蟲劑
Imidacloprid,益達胺,油桃,0.5,殺蟲劑
Imidacloprid,益達胺,油菜籽,0.05,殺蟲劑
Imidacloprid,益達胺,玫瑰(鮮),0.5,殺蟲劑
Imidacloprid,益達胺,玫瑰(乾),3.0,殺蟲劑
Imidacloprid,益達胺,芝麻,1.0,殺蟲劑
Imidacloprid,益達胺,落花生,1.0,殺蟲劑
Imidacloprid,益達胺,芹菜,2.0,殺蟲劑
Imidacloprid,益達胺,金針,0.5,殺蟲劑
Imidacloprid,益達胺,南瓜,0.5,殺蟲劑
Imidacloprid,益達胺,扁蒲,0.5,殺蟲劑
Imidacloprid,益達胺,柿,0.5,殺蟲劑
Imidacloprid,益達胺,柑桔類,1.0,殺蟲劑
Imidacloprid,益達胺,洋蔥,0.5,殺蟲劑
Imidacloprid,益達胺,洛神葵(乾),2.0,殺蟲劑
Imidacloprid,益達胺,紅棗,0.5,殺蟲劑
Imidacloprid,益達胺,胡瓜,0.5,殺蟲劑
Imidacloprid,益達胺,胡椒,0.05,殺蟲劑
Imidacloprid,益達胺,苦瓜,0.5,殺蟲劑
Imidacloprid,益達胺,茉莉花,0.5,殺蟲劑
Imidacloprid,益達胺,風茹草,3.0,殺蟲劑
Imidacloprid,益達胺,百合鱗莖,0.5,殺蟲劑
Imidacloprid,益達胺,香蕉,0.5,殺蟲劑
Imidacloprid,益達胺,夏南瓜,0.5,殺蟲劑
Imidacloprid,益達胺,核果類,0.5,殺蟲劑
Imidacloprid,益達胺,其他根莖菜類(筊白筍、蓮藕除外),0.5,殺蟲劑
Imidacloprid,益達胺,桃,0.5,殺蟲劑
Imidacloprid,益達胺,紅蔥頭,0.5,殺蟲劑
Imidacloprid,益達胺,茶類,3.0,殺蟲劑
Imidacloprid,益達胺,馬鈴薯,0.5,殺蟲劑
Imidacloprid,益達胺,茭白筍,0.4,殺蟲劑
Imidacloprid,益達胺,其他乾豆類(油菜籽、葵花籽、蓮子除外),1.0,殺蟲劑
Imidacloprid,益達胺,啤酒花,10,殺蟲劑
Imidacloprid,益達胺,堅果類,0.01,殺蟲劑
Imidacloprid,益達胺,梅,0.5,殺蟲劑
Imidacloprid,益達胺,隼人瓜,0.5,殺蟲劑
Imidacloprid,益達胺,梨,0.5,殺蟲劑
Imidacloprid,益達胺,甜椒,1.0,殺蟲劑
Imidacloprid,益達胺,野薑花(鮮),0.5,殺蟲劑
Imidacloprid,益達胺,野薑花(乾),3.0,殺蟲劑
Imidacloprid,益達胺,麥類,0.05,殺蟲劑
